name,latitude,longitude,location_name,type,source
Ecole primaire Imeny,-5.8530556,21.5652778,,School,DRC_All_SCHool_Local
École primaire Tshimajiba 2,-5.9530556,22.2683333,,School,DRC_All_SCHool_Local
École primaire Katadi,-5.7825,22.8640833,,School,DRC_All_SCHool_Local
École primaire Kempa 1,-5.175,22.3027778,,School,DRC_All_SCHool_Local
École primaire Baluishi,-5.8394444,22.6025,,School,DRC_All_SCHool_Local
École primaire Mpashi 2,-5.9311111,22.4805278,,School,DRC_All_SCHool_Local
École primaire Lubi A Mpata,-5.9522222,22.4641667,,School,DRC_All_SCHool_Local
Ecole primaire Luemba,-5.4994444,22.5013889,,School,DRC_All_SCHool_Local
École primaire Budimu,-5.6677778,22.6738889,,School,DRC_All_SCHool_Local
École primaire Mfuki,-5.0244424,22.1511131,,School,DRC_All_SCHool_Local
Ecole primaire Tshikunda,-5.6388889,22.1708333,,School,DRC_All_SCHool_Local
Ecole primaire Wanfuala,-5.8586111,21.5429722,,School,DRC_All_SCHool_Local
Ecole primaire Kunduyi,-5.4147222,22.1341667,,School,DRC_All_SCHool_Local
Ecole primaire Shandi Na Bana,-8.2094444,26.9315,,School,DRC_All_SCHool_Local
École primaire Nsumba Lulu,-8.9469444,26.3663889,,School,DRC_All_SCHool_Local
École primaire Lumière du Christ,-8.9125,26.3977778,,School,DRC_All_SCHool_Local
Ecole primaire Butwile Mwanya,-8.4016331,26.8515589,,School,DRC_All_SCHool_Local
École primaire Tambo 1,-8.2316667,26.8561111,,School,DRC_All_SCHool_Local
Ecole primaire Bwanga Bwa Tulo,-8.1897222,26.9497222,,School,DRC_All_SCHool_Local
École primaire Dyese 5,-7.8290583,26.9883111,,School,DRC_All_SCHool_Local
Ecole primaire Kakonga,-8.9141667,26.3941667,,School,DRC_All_SCHool_Local
École primaire Songa,-8.1116667,25.0266667,,School,DRC_All_SCHool_Local
École primaire Mulongo Kala,-7.8321278,26.9984583,,School,DRC_All_SCHool_Local
École primaire Nzazi,-8.6522778,26.5091111,,School,DRC_All_SCHool_Local
Ecole primaire Walilando,-8.6889444,27.4885556,,School,DRC_All_SCHool_Local
Ecole primaire Kamungu,-8.1644444,27.0325,,School,DRC_All_SCHool_Local
École primaire Maleo I,-9.1991389,25.8522222,,School,DRC_All_SCHool_Local
Ecole primaire Zazi,-8.6538889,26.515,,School,DRC_All_SCHool_Local
École primaire Matumayini,-9.4285,25.7909167,,School,DRC_All_SCHool_Local
Ecole primaire Kayombo,-8.6995833,26.5203056,,School,DRC_All_SCHool_Local
Ecole primaire Kaniema Mbidi,-8.8947222,25.3169444,,School,DRC_All_SCHool_Local
École primaire Kitenge 2,-8.2227778,26.9183333,,School,DRC_All_SCHool_Local
Ecole primaire Kilumbe Lamu,-8.5788889,26.5265556,,School,DRC_All_SCHool_Local
Ecole primaire Katala I,-8.9024722,26.4736389,,School,DRC_All_SCHool_Local
Ecole primaire Mukuba 2,-8.4688889,26.7472222,,School,DRC_All_SCHool_Local
École primaire Matayarisho,-7.8288556,26.9883111,,School,DRC_All_SCHool_Local
Ecole primaire Mutanya,-8.19775,27.0494444,,School,DRC_All_SCHool_Local
École primaire Ustawi,-8.2241667,26.9355556,,School,DRC_All_SCHool_Local
École primaire Maendeleo,-9.4323333,25.7902778,,School,DRC_All_SCHool_Local
Ecole primaire Nyembo Layi,-8.1646944,27.0319444,,School,DRC_All_SCHool_Local
École primaire Kiya I,-7.8233225,27.0163416,,School,DRC_All_SCHool_Local
École primaire Kabanga,-8.9327778,26.4152778,,School,DRC_All_SCHool_Local
Ecole primaire Mpumba,-8.4963889,26.7483333,,School,DRC_All_SCHool_Local
Ecole primaire Lusa Lwa Lesa,-8.1752778,26.4127778,,School,DRC_All_SCHool_Local
École primaire Mwilambwe,-8.1120833,25.0303611,,School,DRC_All_SCHool_Local
Ecole primaire Katyi Kala,-8.5605278,26.5481667,,School,DRC_All_SCHool_Local
École primaire Kyabuntu,-9.2913661,25.8032506,,School,DRC_All_SCHool_Local
Ecole primaire Luvua,-7.9116667,25.2188889,,School,DRC_All_SCHool_Local
Ecole primaire Pamba Mukanda,-8.2219444,26.9288889,,School,DRC_All_SCHool_Local
École primaire Lulu Mwango,-9.2076216,25.8498396,,School,DRC_All_SCHool_Local
Ecole primaire Mulembu,-8.5919444,26.5203056,,School,DRC_All_SCHool_Local
Ecole primaire Kilumbe Lamu,-8.5686111,26.5330556,,School,DRC_All_SCHool_Local
Ecole primaire Misania,-8.4986944,26.7286389,,School,DRC_All_SCHool_Local
École primaire Mutubuyi,-7.836975,26.9797111,,School,DRC_All_SCHool_Local
École primaire Nkubo,-8.2183333,26.9188889,,School,DRC_All_SCHool_Local
Ecole primaire Tambo 2,-8.2196721,26.9240853,,School,DRC_All_SCHool_Local
École primaire Konga Batwi,-9.2086944,25.8570833,,School,DRC_All_SCHool_Local
Ecole primaire Kamitoto,-8.2155556,26.9188889,,School,DRC_All_SCHool_Local
Ecole primaire Zaire Kabungi,-8.8558017,26.3256814,,School,DRC_All_SCHool_Local
Ecole primaire Ngala Ya Lwalala,-8.9069444,26.3866667,,School,DRC_All_SCHool_Local
Ecole primaire Misanya,-8.4883333,26.7388889,,School,DRC_All_SCHool_Local
Ecole primaire Ilunga Nyemba,-8.2272222,26.9183333,,School,DRC_All_SCHool_Local
Ecole primaire Malubu 3,-8.1626159,27.0340603,,School,DRC_All_SCHool_Local
École primaire Katomabaswe,-7.836975,26.9869611,,School,DRC_All_SCHool_Local
École primaire Kipukwe,-8.1052569,25.166144,,School,DRC_All_SCHool_Local
École primaire Bukwashi,-7.8337806,27.0034417,,School,DRC_All_SCHool_Local
École primaire Nkunwa,-8.5360556,26.5825278,,School,DRC_All_SCHool_Local
École primaire Lufira,-8.4908333,26.735,,School,DRC_All_SCHool_Local
École primaire Kazele I,-9.2056362,25.8535078,,School,DRC_All_SCHool_Local
École primaire Kazi,-8.5734167,26.5306667,,School,DRC_All_SCHool_Local
École primaire Kamunza,-8.1813889,27.0325,,School,DRC_All_SCHool_Local
Ecole primaire Kilumbe Katyi Kala,-8.5586111,26.5508889,,School,DRC_All_SCHool_Local
Ecole primaire Butuy Shele,-8.4525,26.7858333,,School,DRC_All_SCHool_Local
École primaire Kiyenge,-8.1519444,27.0444444,,School,DRC_All_SCHool_Local
École primaire Ngala Ya Lwalala,-9.2030556,25.8477778,,School,DRC_All_SCHool_Local
École primaire Luwe,-8.7235833,26.4391667,,School,DRC_All_SCHool_Local
École ISDR,-7.0549741,29.7312561,,School,DRC_All_SCHool_Local
École primaire Murumbi,-7.0688808,29.7453007,,School,DRC_All_SCHool_Local
Ecole primaire Dikuluzi,-8.46,28.9076944,,School,DRC_All_SCHool_Local
Centre De Promotion Sociale,-7.0646492,29.72885,,School,DRC_All_SCHool_Local
Ecole primaire Cawama II,-8.4703837,28.9044112,,School,DRC_All_SCHool_Local
École primaire Kirungu,-7.0758514,29.7372201,,School,DRC_All_SCHool_Local
École primaire Kashengeneke,-8.469487,28.8985332,,School,DRC_All_SCHool_Local
École primaire Kibobwa,-7.4549259,29.6763406,,School,DRC_All_SCHool_Local
École primaire Mulenga,-7.37232,29.8004509,,School,DRC_All_SCHool_Local
École primaire Methodiste,-7.2769256,29.7400082,,School,DRC_All_SCHool_Local
École primaire Mano A Mano,-7.0361779,29.7618592,,School,DRC_All_SCHool_Local
École primaire Mwanga,-7.0600673,29.7318871,,School,DRC_All_SCHool_Local
Ecole primaire Kapondo,-8.5323611,28.8371389,,School,DRC_All_SCHool_Local
École primaire Kalaba,-7.2085933,29.6245884,,School,DRC_All_SCHool_Local
École primaire Mulungushi,-7.726174,29.5279395,,School,DRC_All_SCHool_Local
École primaire Kilimantinde,-7.032299,29.7552381,,School,DRC_All_SCHool_Local
École primaire Furaha Yetu,-7.0736111,29.7325,,School,DRC_All_SCHool_Local
École primaire Muhila,-7.0819458,29.7292609,,School,DRC_All_SCHool_Local
École secondaire Inst Lukenta,-7.02414,29.7568475,,School,DRC_All_SCHool_Local
École primaire Kayembwe,-8.3827222,28.8351667,,School,DRC_All_SCHool_Local
École Amimo,-7.0923231,29.7140077,,School,DRC_All_SCHool_Local
École primaire Kabilozi,-7.4604453,29.8081172,,School,DRC_All_SCHool_Local
École primaire Manika 2,-7.3135185,29.8350235,,School,DRC_All_SCHool_Local
École primaire Karonja,-7.0748192,29.6750316,,School,DRC_All_SCHool_Local
École primaire Musika,-7.1796889,29.764147,,School,DRC_All_SCHool_Local
Ecole primaire Saint Joseph,-8.4717778,28.9006111,,School,DRC_All_SCHool_Local
École secondaire Inst Amani,-7.0551257,29.7290655,,School,DRC_All_SCHool_Local
École primaire Kasenge,-7.6250865,29.6379592,,School,DRC_All_SCHool_Local
École primaire Bakunda,-8.4772362,28.9073128,,School,DRC_All_SCHool_Local
École primaire Musosa,-8.38551,29.6313562,,School,DRC_All_SCHool_Local
École primaire Kinyongoro,-7.251824,29.7445471,,School,DRC_All_SCHool_Local
École primaire Kalongo,-7.1005556,29.715,,School,DRC_All_SCHool_Local
École primaire Zoale,-7.08,29.7011667,,School,DRC_All_SCHool_Local
École primaire Vyura,-7.0594444,29.7602778,,School,DRC_All_SCHool_Local
École primaire Moba,-7.0733333,29.7152778,,School,DRC_All_SCHool_Local
École primaire Mulonde,-7.1731202,29.7612663,,School,DRC_All_SCHool_Local
École primaire Inst Kinzembo,-7.041254,29.7671706,,School,DRC_All_SCHool_Local
Ecole primaire Babwile,-8.3756111,28.8921389,,School,DRC_All_SCHool_Local
École primaire Kampilikwe,-7.5684495,29.7943276,,School,DRC_All_SCHool_Local
École secondaire Inst Mulembwe,-7.0765336,29.7373511,,School,DRC_All_SCHool_Local
École primaire Mwele,-7.0549573,29.6571407,,School,DRC_All_SCHool_Local
École primaire Kabunyange,-8.4613173,28.8979584,,School,DRC_All_SCHool_Local
École secondaire Vyura,-7.0332435,29.755987,,School,DRC_All_SCHool_Local
École primaire Mitobo,-7.4021147,29.3274523,,School,DRC_All_SCHool_Local
Ecole primaire Dilenda,-8.4064167,28.9886389,,School,DRC_All_SCHool_Local
École primaire Kizike,-7.3921183,30.1892859,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Mwando,-8.3857016,29.6314329,,School,DRC_All_SCHool_Local
École secondaire Inst Kasenga,-7.2769642,29.7397553,,School,DRC_All_SCHool_Local
École primaire Kapote,-7.9948467,30.4366511,,School,DRC_All_SCHool_Local
École secondaire Lubasha,-7.0970877,29.7112337,,School,DRC_All_SCHool_Local
École primaire Furaha Yetu,-7.0635931,29.7310185,,School,DRC_All_SCHool_Local
École secondaire Itak,-7.1805934,29.6528561,,School,DRC_All_SCHool_Local
École primaire Moba,-7.0641708,29.7292118,,School,DRC_All_SCHool_Local
École primaire Klimantinde,-7.055,29.76,,School,DRC_All_SCHool_Local
École primaire Kashiba,-7.0244382,29.7564467,,School,DRC_All_SCHool_Local
École primaire Kabazo,-7.1888493,29.6414663,,School,DRC_All_SCHool_Local
École primaire Tanga,-7.2638358,29.9310863,,School,DRC_All_SCHool_Local
École secondaire Inst Lyapenda 1,-7.0327137,29.7548956,,School,DRC_All_SCHool_Local
École primaire Zoal,-7.0778855,29.7306896,,School,DRC_All_SCHool_Local
Ecole primaire Kamfisha,-8.4717778,28.9000722,,School,DRC_All_SCHool_Local
École primaire Maseba,-6.9918433,29.5869325,,School,DRC_All_SCHool_Local
École primaire Internat Garçons,-7.5396578,29.7402169,,School,DRC_All_SCHool_Local
École primaire Lyombe,-7.2949277,30.1446639,,School,DRC_All_SCHool_Local
École primaire Kavukwa,-7.4532228,29.5103681,,School,DRC_All_SCHool_Local
École primaire Mwange,-8.1534861,29.9845115,,School,DRC_All_SCHool_Local
École primaire Mwila 1,-7.0360975,29.7582424,,School,DRC_All_SCHool_Local
École primaire Lubelenge,-7.0449634,29.7745251,,School,DRC_All_SCHool_Local
École primaire Katumbaku,-7.076164,29.7318231,,School,DRC_All_SCHool_Local
École primaire Sante We Leza,-7.0781685,29.7200997,,School,DRC_All_SCHool_Local
École secondaire Inst Kaoze,-7.0729345,29.7418604,,School,DRC_All_SCHool_Local
École primaire Maseba,-7.0107801,29.5740529,,School,DRC_All_SCHool_Local
École primaire Pepa,-7.709313,29.7841608,,School,DRC_All_SCHool_Local
École secondaire Inst Nganie,-7.0242048,29.7566883,,School,DRC_All_SCHool_Local
École ITM Moba,-7.0669976,29.7349804,,School,DRC_All_SCHool_Local
Ecole primaire Mpelembe,-8.3956667,28.92525,,School,DRC_All_SCHool_Local
École primaire Katumbaku,-7.0880556,29.7244444,,School,DRC_All_SCHool_Local
Ecole primaire Cawama III,-8.4950762,28.9560985,,School,DRC_All_SCHool_Local
Ecole primaire Kayabala,-7.5710103,29.3548322,,School,DRC_All_SCHool_Local
École primaire Katonge,-7.3349302,29.5226253,,School,DRC_All_SCHool_Local
Ecole primaire Pemba,-8.0275411,29.7291843,,School,DRC_All_SCHool_Local
École primaire Manika 1,-7.3591746,29.822966,,School,DRC_All_SCHool_Local
Ecole primaire Milenda,-8.2734597,29.6116901,,School,DRC_All_SCHool_Local
École secondaire Inst Kabuka,-7.0821364,29.7253247,,School,DRC_All_SCHool_Local
École primaire Regeza,-7.0462996,29.7761342,,School,DRC_All_SCHool_Local
École primaire Mwansakananga,-8.4636944,28.4552778,,School,DRC_All_SCHool_Local
École primaire Mukomba,-7.1286576,29.739952,,School,DRC_All_SCHool_Local
École primaire Kamanya,-7.0869444,29.81,,School,DRC_All_SCHool_Local
École primaire Internat Filles,-7.53989,29.7399289,,School,DRC_All_SCHool_Local
École primaire Kabilozi 2,-7.4350904,29.7585542,,School,DRC_All_SCHool_Local
École primaire Kalizya,-7.0936111,29.7461111,,School,DRC_All_SCHool_Local
École primaire Malango,-7.1760402,29.6469364,,School,DRC_All_SCHool_Local
Ecole primaire Kaansa,-8.4863889,28.9371111,,School,DRC_All_SCHool_Local
École secondaire Lycée Alfajiri,-7.0626783,29.7309685,,School,DRC_All_SCHool_Local
École primaire Mwabu,-8.57175,28.7975833,,School,DRC_All_SCHool_Local
École primaire Lyapenda,-7.5384113,29.7395978,,School,DRC_All_SCHool_Local
Ecole primaire Kasereka,-8.4739444,28.9037222,,School,DRC_All_SCHool_Local
École primaire Kaliza,-7.6313999,29.2665795,,School,DRC_All_SCHool_Local
Ecole primaire Inst Lyapenda,-7.538093,29.7402842,,School,DRC_All_SCHool_Local
École primaire Kasenga,-7.25185,29.7467557,,School,DRC_All_SCHool_Local
École primaire Garenganze,-7.2746613,29.7464558,,School,DRC_All_SCHool_Local
École primaire Bweupe,-7.1290343,29.6955516,,School,DRC_All_SCHool_Local
École secondaire Inst Mukisa,-7.0457058,29.7763338,,School,DRC_All_SCHool_Local
Ecole primaire Kalenge,-8.5579444,28.8084722,,School,DRC_All_SCHool_Local
École primaire Murumbi,-7.0816667,29.7433333,,School,DRC_All_SCHool_Local
École primaire Milenda,-7.5280658,29.541161,,School,DRC_All_SCHool_Local
École primaire Kilama,-7.2745783,29.7459503,,School,DRC_All_SCHool_Local
École primaire Manika 3,-7.3881074,29.8895146,,School,DRC_All_SCHool_Local
École primaire Moliro,-8.239207,30.5743552,,School,DRC_All_SCHool_Local
Ecole Primaire Maendeleo II,-5.9311411,29.192377,,School,DRC_All_SCHool_Local
École Primaire Maendeleo I,-5.9310388,29.1928974,,School,DRC_All_SCHool_Local
École primaire Mapendano,-5.9572811,28.0180334,,School,DRC_All_SCHool_Local
,-5.644821,28.6516336,,School,DRC_All_SCHool_Local
,-5.8725716,28.4528243,,School,DRC_All_SCHool_Local
Ecole Primaire Idaya,-5.9411111,29.165,,School,DRC_All_SCHool_Local
Centre d'alphabetistion Rumbende / Elombe 2,-3.8286944,29.0933333,,School,DRC_All_SCHool_Local
Ecole secondaire Kisokwe,-4.2797477,29.1638541,,School,DRC_All_SCHool_Local
École primaire Cobwe,-4.6953194,28.6463417,,School,DRC_All_SCHool_Local
Ecole secondaire Mukolwe,-3.9220833,29.0994167,,School,DRC_All_SCHool_Local
Ecole primaire Bibokoboko 2,-4.0191667,29.0050556,,School,DRC_All_SCHool_Local
Ecole primaire Magembe,-4.0142239,28.1060344,,School,DRC_All_SCHool_Local
École primaire Abala,-3.921887,28.8668445,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Maarifa,-3.6620056,29.1436722,,School,DRC_All_SCHool_Local
Ecole secondaire Nakiele,-3.8638611,28.9057778,,School,DRC_All_SCHool_Local
Ecole primaire Runundu Cepac,-3.9568889,28.7261111,,School,DRC_All_SCHool_Local
Ecole secondaire Sebele,-4.3088611,29.04425,,School,DRC_All_SCHool_Local
Ecole secondaire Irundu,-3.9067479,28.7472642,,School,DRC_All_SCHool_Local
École primaire Misisi,-4.7675278,28.7054444,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kananu,-4.3693966,26.9728124,,School,DRC_All_SCHool_Local
École primaire Mukwezi,-3.6759086,29.1393365,,School,DRC_All_SCHool_Local
École primaire Simbi,-4.1633056,28.9395,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Luundo,-3.7200028,29.1168306,,School,DRC_All_SCHool_Local
Ecole primaire Mabenga,-4.2207222,28.3652778,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Mulengezi,-4.1068976,29.0890355,,School,DRC_All_SCHool_Local
Ecole secondaire Kilumbi,-3.8687778,28.9338889,,School,DRC_All_SCHool_Local
Ecole primaire Kisalu,-3.9708087,27.9881564,,School,DRC_All_SCHool_Local
Ecole primaire Tumaini,-3.6611694,29.1391389,,School,DRC_All_SCHool_Local
Ecole primaire Kilebecha,-4.2138333,28.3591944,,School,DRC_All_SCHool_Local
Ecole primaire Mukolwe,-3.9409194,29.1068778,,School,DRC_All_SCHool_Local
Ecole primaire Kanguli,-3.8776667,28.8820556,,School,DRC_All_SCHool_Local
Ecole primaire Yungu,-4.2475751,29.2395817,,School,DRC_All_SCHool_Local
Ecole primaire Ruhemba,-3.9333056,28.6820278,,School,DRC_All_SCHool_Local
École primaire Lubenga,-4.184963,29.0540254,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Neema,-3.7679194,29.0918278,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Musaada,-4.3251297,28.9502097,,School,DRC_All_SCHool_Local
Ecole primaire Akela,-4.5131222,28.8167361,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Kitindi,-3.750625,28.733675,,School,DRC_All_SCHool_Local
Ecole primaire Manga,-4.0846305,29.2273815,,School,DRC_All_SCHool_Local
École primaire Bitongotongo,-4.5744444,28.7879444,,School,DRC_All_SCHool_Local
École primaire Lucimu,-4.6802722,28.6546306,,School,DRC_All_SCHool_Local
Centre d'alphabetistion Nakiele,-3.8634167,28.9060278,,School,DRC_All_SCHool_Local
École primaire Ngalula,-4.9656111,28.81575,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Elobe,-3.6529306,29.1474694,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Namutambala,-4.0707861,27.8619556,,School,DRC_All_SCHool_Local
Ecole primaire Kiziba,-3.9228333,28.7125833,,School,DRC_All_SCHool_Local
École primaire Inst Nakiliza,-4.0367889,27.9940306,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Lulinda,-3.8992444,29.1026972,,School,DRC_All_SCHool_Local
Ecole secondaire Kabingo 1,-3.9921997,28.7186358,,School,DRC_All_SCHool_Local
Ecole secondaire Bakwalumona,-4.4338366,29.2042837,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Tupendane,-3.9922639,29.1047806,,School,DRC_All_SCHool_Local
École primaire Bakwalumona,-4.4676249,29.20946,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Faraja,-3.6823278,29.1366917,,School,DRC_All_SCHool_Local
Institut Mwenge wa Taifa,-4.1074444,29.0944722,,School,DRC_All_SCHool_Local
École primaire Ngalula,-4.96475,28.8102778,,School,DRC_All_SCHool_Local
Ecole secondaire Ecole Technique Agricole,-3.7832111,29.095,,School,DRC_All_SCHool_Local
École primaire Lukongo,-4.2920591,28.954976,,School,DRC_All_SCHool_Local
École primaire Butale Kikumba,-4.7976667,28.7122222,,School,DRC_All_SCHool_Local
Ecole primaire Ushirika,-3.9982694,29.1017972,,School,DRC_All_SCHool_Local
École primaire Lulinda,-3.8978861,29.1034,,School,DRC_All_SCHool_Local
École primaire Ngusu,-4.1995556,28.3085556,,School,DRC_All_SCHool_Local
Ecole Inst Technique Medical,-3.8199194,29.0961583,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Mwangaza,-4.1744449,28.1828549,,School,DRC_All_SCHool_Local
École primaire Kakenge 1,-3.9589722,28.7606111,,School,DRC_All_SCHool_Local
École primaire Tuungane,-3.7914139,29.0957583,,School,DRC_All_SCHool_Local
École primaire Kaseke,-4.2678333,29.0417222,,School,DRC_All_SCHool_Local
École primaire Kibundu,-3.9916167,29.1056694,,School,DRC_All_SCHool_Local
Ecole primaire Yungu,-4.1884444,29.2513056,,School,DRC_All_SCHool_Local
Ecole secondaire Abala,-3.9218244,28.8668422,,School,DRC_All_SCHool_Local
Ecole secondaire Institut Amani,-4.2046134,29.0364581,,School,DRC_All_SCHool_Local
École primaire Zawadi,-3.8820889,29.1009194,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Some,-4.1303056,29.2116472,,School,DRC_All_SCHool_Local
École primaire Misisi,-4.7632077,28.6981507,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Lweba,-4.0018975,29.0979553,,School,DRC_All_SCHool_Local
École primaire Lubishako Ishebwe,-4.85625,28.74225,,School,DRC_All_SCHool_Local
Ecole primaire Aocha,-3.7907972,29.0924361,,School,DRC_All_SCHool_Local
Ecole secondaire Bukuchu,-4.0416599,28.0082711,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Madegu,-3.9414722,28.7332639,,School,DRC_All_SCHool_Local
Ecole secondaire Inst Esumbe,-4.0433362,28.0122719,,School,DRC_All_SCHool_Local
Ecole primaire Bulumba,-3.7855639,29.0933528,,School,DRC_All_SCHool_Local
Ecole primaire Abela,-4.0386389,29.0868056,,School,DRC_All_SCHool_Local
